id,common_name,scientific_name,category,description,habitat,population_estimate,endangerment_status,created_at,size_from,size_to,colors
80,Alpenstrandläufer,Calidris alpina,Vogel,"Der Alpenstrandläufer ist zur Zugzeit und im Winter in großer Zahl bei uns zu Gast. Er fliegt in großen Trupps gewagte Wendemanöver. Dabei sind auch die schwarzen Bäuche gut zu sehen. Seinen Namen bekam er von Carl von Linnß, der den Alpenstrandläufer in den lappländischen Alpen beobachtete.","Tundra, Feuchtwiesen, Salzmarsche, Watt, Strand- und Binnengewässer",9-10 Brutpaare,Vom Aussterben bedroht,2024-05-22 10:49:24.080623,17,21,"white,gray,brown"
226,Odinshühnchen,Phalaropus lobatus,Vogel,,als Durchzügler an der Küste,unbekannt,Nicht gefährdet,2024-07-03 12:41:05.181572,17,19,"brown,white,orange"
227,Ohrenlärche,Eremophila alpestris,Vogel,,"Gebirge oberhalb der Baumgrenze, alpine Moore, Tundra und im Winter an der Meeresküste",unbekannt,Stark gefährdet,2024-07-03 12:41:05.181572,16,19,"gray,brown,yellow"
228,Ohrentaucher,Podiceps auritus,Vogel,,"Binnengewässer, Sumpfgebiete, Marsche, Teiche und vegetationsreiche Seen",0 Brutvögel,Extrem selten,2024-07-03 12:41:05.181572,31,38,"orange,black,white"
229,Orpheusspötter,Hippolais polyglotta,Vogel,,"lichte Waldränder, verwilderte Gärten und Hecken",900-1.800 Brutpaare,Nicht gefährdet,2024-07-03 12:41:05.181572,12,13,"yellow,brown"
230,Ortolan,Emberiza hortulana,Vogel,,"trockene, offene Landschaften mit einzelnen Büschen und sandigen Böden",7.500-11.500 Brutpaare,Stark gefährdet,2024-07-03 12:41:05.181572,15,16.5,"yellow,brown,gray"
231,Pfeifente,Mareca penelope,Vogel,,Wiesen und flache Gewässer in Küstennähe,20-35 Brutpaare,Extrem selten,2024-07-03 12:41:05.181572,42,50,"brown,white,gray,black"
232,Pfuhlschnepfe,Limosa lapponica,Vogel,,"auf dem Durchzug rastend an Küsten, im Watt, an Stärnden und Feuchtgebieten",9.000 Individuen,Nicht gefährdet,2024-07-03 12:41:05.181572,33,41,brown
233,Pirol,Oriolus oriolus,Vogel,,"lichte, sonnige Wälder, Parks und große Gärten",32.000-57.000 Brutpaare,Vorwarnliste,2024-07-03 12:41:05.181572,22,25,"yellow,black"
234,Prachttaucher,Gavia arctica,Vogel,,auf dem offenen Meer in Küstennähe oder aud großen Seen im Binnenland,3000 Individuen,Nicht gefährdet,2024-07-03 12:41:05.181572,63,75,"gray,balck,rastend"
235,Purpurreiher,Ardea purpurea,Vogel,,Flachwasserzonen von Seen mit Schilfgebieten,60 Brutpaare,Extrem selten,2024-07-03 12:41:05.181572,70,90,"orange,blue,gray"
236,Rabenkrähe,Corvus corone,Vogel,,"lichte Wälder, Agrar- und Kulturlandschaften, Städte und Dörfer",über 1 Mio. Individuen,Nicht gefährdet,2024-07-03 12:41:05.181572,45,49,black
237,Raubseeschwalbe,Sterna caspia,Vogel,,"kleine flache Inseln, sandige Küsten",1-1.000 Individuen,Extrem selten,2024-07-03 12:41:05.181572,48,55,"white,black"
238,Raubwürger,Lanius excubitor,Vogel,,"Moorgebiete, Weidenflächen oder Zwergstrauchheiden",1.500-2.300 Brutpaare,Vom Aussterben bedroht,2024-07-03 12:41:05.181572,21,26,"white,black,gray"
239,Rauchschwalbe,Hirundo rustica,Vogel,,"ländliche Gegenden mit offenen Scheunen, Ställen und verwinkelnden Gebäuden mit naheliegenden kleinen Gewässern",480.000-900.000 Brutpaare,Vorwarnliste,2024-07-03 12:41:05.181572,17,19,"blue,red,gray"
240,Raufußbussard,Buteo lagopus,Vogel,,im Winter in landwirtschaflichen Gebieten,unbekannt,Stark gefährdet,2024-07-03 12:41:05.181572,49,59,"white,brown"
241,Raufußkauz,Aegolius funereus,Vogel,,Nadel- und Mischwälder in Bergregionen,3.300-6.000 Brutpaare,Nicht gefährdet,2024-07-11 11:42:07.158188,22,27,"brown,gray"
242,Rebhuhn,Perdix perdix,Vogel,,"Wiesen, Felder und Brachflächen mit dichten Gebüschen und Hecken",21.000-37.000 Brutpaare,Stark gefährdet,2024-07-11 11:42:07.158188,28,32,"brown,gray"
243,Regenbrachvogel,Numenius phaeopus,Vogel,,"auf dem Durchzug auf Schlickflächen, Kies- und Sandinseln and der Nordsee und im Binnenland",3.000 Individuen,Nicht gefährdet,2024-07-11 11:42:07.158188,37,45,brown
244,Reiherente,Aythya fuligula,Vogel,,"Teiche, Sümpfe, Seen, Flüsse und Küsten",21.000-31.000 Brutpaare,Nicht gefährdet,2024-07-11 11:42:07.158188,40,47,"black,white,brown"
245,Ringdrossel,Turdus torquatus,Vogel,,lichte Nadelwälder und Geröllhänge mit einzelnen Sträuchern und Bäumen in Bergregionen,2.300-4.200 Brutpaare,Nicht gefährdet,2024-07-11 11:42:07.158188,24,27,"black,white"
246,Ringelgans,Branta bernicla,Vogel,,"an der Küste im Watt, Salzmarschen und Wiesen",10.500 Wintergäste,Vorwarnliste,2024-07-11 11:42:07.158188,55,62,"black,gray,white"
247,Ringeltaube,Columba palumbus,Vogel,,"Parks, Gärten, Wälder, Wiesen und Felder",2.900.000-3.500.000 Brutpaare,Nicht gefährdet,2024-07-11 11:42:07.158188,38,43,"gray,white,green"
248,Rohrammer,Schoeniclus schoeniclus,Vogel,,Schilf- und Seggengebiete in Gewässernähe,115.000-200.000 Brutpaare,Nicht gefährdet,2024-07-11 11:42:07.158188,13,15,"brown,black,white"
249,Rohrdommel,Botaurus stellaris,Vogel,,ausgedehnte Schilf- oder Röhrichtgebiete am Wasser,800-850 Brutpaare,Gefährdet,2024-07-11 11:42:07.158188,69,81,brown
250,Rohrschwirl,Locustella luscinioides,Vogel,,Schilf- und Röhrichtgebiete in Gewässernähe,5.500-9.000 Brutpaare,Nicht gefährdet,2024-07-11 11:42:07.158188,13.5,15,brown
251,Rohrweihe,Circus aeruginosus,Vogel,,Agrarflächen oder Schilfgebiete in Gewässernähe,6.500-9.000 Brutpaare,Nicht gefährdet,2024-07-11 11:42:07.158188,43,55,"brown,gray,white"
252,Rostgans,Tadorna ferruginea,Vogel,,"Brackwasserlagunen, Binnenseen, Sümpfe, Flüsse und gewässerreiche Parkanlagen",160-200 Brutpaare,Nicht gefährdet,2024-07-11 11:42:07.158188,58,70,"white,black,brown"
253,Rotdrossel,Turdus iliacus,Vogel,,"große Parks, Laub- und Mischwälder",unbekannt,Nicht gefährdet,2024-07-11 11:42:07.158188,19,23,"brown,white"
254,Rotfußfalke,Falco vespertinus,Vogel,,nur auf dem Durchzug,unbekannt,Nicht gefährdet,2024-07-11 11:42:07.158188,28,34,"gray,orange"
255,Rothalsgans,Branta ruficollis,Vogel,,"Ackerland, Wiesen und Salzmarsche",20 Individuen,Nicht gefährdet,2024-07-11 11:42:07.158188,54,60,"orange,black,white"
256,Rothalstaucher,Podiceps grisegena,Vogel,,"kleine, flache Gewässer mit dichtem Röhricht, im Winter auch an Küsten und auf großen Gewässern",1.500-2.100 Brutpaare,Nicht gefährdet,2024-07-11 11:42:07.158188,40,50,"orange,white,black"
257,Rotkehlchen,Erithacus rubecula,Vogel,,"Wälder, Parks, Gärtern und Felder mit Sträuchen",3.400.000-4.350.000 Brutpaare,Nicht gefährdet,2024-07-11 11:42:07.158188,12.5,14,"orange,gray,brown"
258,Rotkehlpieper,Anthus cervinus,Vogel,,"rastend auf feuchten, sumpfigen Wiesen mit Strauchvegetation",unbekannt,Nicht gefährdet,2024-07-11 11:42:07.158188,14,15,brown
259,Rotkopfwürger,Lanius senator,Vogel,,Obstwiesen und andere landwirtschaftliche Flächen mit älterem Baumbestand,0 Brutpaare,Vom Aussterben bedroht,2024-07-11 11:42:07.158188,17,19,"orange,white,black"
261,Rotschenkel,Tringa totanus,Vogel,,"Salzwiesen an der Küste, im Marschland, in Sumpfgebieten und Feuchtwiesen",8.500 Brutpaare,Stark gefährdet,2024-07-11 11:42:07.158188,24,27,"gray,brown,red"
260,Rotmilan,Milvus milvus,Vogel,,"Felder, Wiesen und Feldgehölze",14.000-16.000 Brutpaare,Vorwarnliste,2024-07-11 11:42:07.158188,61,72,"brown,black,white"
262,Saatkrähe,Corvus frugilegus,Vogel,,"Agrarlandschaften, Parks, Städte, Dörfer und lichte Wälder",105.000-105.000 Brutpaare,Nicht gefährdet,2024-07-16 20:48:19.15374,44,46,"black,gray"
263,Säbelschnäbler,Recurvirostra avosetta,Vogel,,auf dem Durchzug an Süßwasserseen im Binnenland,3.600-4.200 Brutpaare,Vorwarnliste,2024-07-16 20:48:19.15374,42,46,"black,white"
264,Samtente,Melanitta fusca,Vogel,,Seichtwasserzonen in Küstennähe oder auf offener See,67.000 Wintergäste,Vom Aussterben bedroht,2024-07-16 20:48:19.15374,51,58,"black,brown,white"
265,Sanderling,Calidris alba,Vogel,,an der Küste auf Sandbänken und Stränden,11.500 Wintergäste,Nicht gefährdet,2024-07-16 20:48:19.15374,18,21,"white,gray"
266,Sandregenpfeifer,Charadrius hiaticula,Vogel,,"Sandbänke, Kiesabschnitte, Küsten, Watt, Flussniederungen und kurze Wiesen",850-950 Brutpaare,Vom Aussterben bedroht,2024-07-16 20:48:19.15374,17,20,"white,brown,black"
267,Schafstelze,Motacilla flava,Vogel,,"offene Kulturlandschaften, wie Getreideflächen oder nasse Wiesen",82.000-155.000 Brutpaare,Nicht gefährdet,2024-07-16 20:48:19.15374,15,16,"yellow,gray"
268,Schellente,Bucephala clangula,Vogel,,"Seen, Flüsse, Binnengewässer und im flachen Meer",3.800-5.000 Brutpaare,Nicht gefährdet,2024-07-16 20:48:19.15374,40,48,"white,black,green,brown"
269,Schilfrohrsänger,Acrocephalus schoenobaenus,Vogel,,dichte Schilf- und Binsenflächen und gewässernahe Sträucher und Büsche,19.500-31.000 Brutpaare,Nicht gefährdet,2024-07-16 20:48:19.15374,11.5,13,brown
270,Schlagschwirl,Locustella fluviatilis,Vogel,,"Ufergebüsche, Lichtungsränder, Auwaldränder und Verlandungszonen",3.600-6.500 Brutpaare,Nicht gefährdet,2024-07-16 20:48:19.15374,14.5,16,brown
271,Schleiereule,Tyto alba,Vogel,,in offenen Kulturlandschaften und in Dörfern in Scheunen oder Kirchtürmen,14.500-26.000 Brutpaare,Nicht gefährdet,2024-07-16 20:48:19.15374,34,34,"white,brown"
272,Schmarotzerraubmöwe,Stercorarius parasiticus,Vogel,,rastend auf dem offenen Meer oder großen Seen,unbekannt,Nicht gefährdet,2024-07-16 20:48:19.15374,37,44,"gray,white"
273,Schnatterente,Mareca strepera,Vogel,,nährstoffreiche Feuchtgebiete mit flachen Gewässern,9.500-12.500 Brutpaare,Nicht gefährdet,2024-07-16 20:48:19.15374,46,56,"brown,gray"
274,Schneeammer,Plectrophenax nivalis,Vogel,,"an der Küste, auf Salzmarschen, Wiesen und Äckern",unbekannt,Nicht gefährdet,2024-07-16 20:48:19.15374,15,18,"brown,gray,white,black"
275,Schneesperling,Montifringilla nivalis,Vogel,,in großen Höhenlagen der Alpen,140-270 Brutpaare,Extrem selten,2024-07-16 20:48:19.15374,16,19,"gray,brown,white"
276,Schreiadler,Clanga pomarina,Vogel,,"in Mecklenburg-Vorpommern, Brandenburg und Sachsen-Anhalt in abgelegenen Waldgebieten",120-120 Brutpaare,Vom Aussterben bedroht,2024-07-16 20:48:19.15374,55,65,brown
277,Schwanzmeise,Aegithalos caudatus,Vogel,,"unterholzreiche Laub- und Mischwälder, Parks und Gärten",93.000-170.000 Brutpaare,Nicht gefährdet,2024-07-16 20:48:19.15374,13,15,"white,black"
278,Schwarzhalstaucher,Podiceps nigricollis,Vogel,,"vegetationsreiche, flache Binnengewässer",900-1.100 Brutpaare,Gefährdet,2024-07-16 20:48:19.15374,18,34,"black,white,brown"
279,Schwarzkehlchen,Saxicola rubicola,Vogel,,"offene Brachen, Wiesen, Heideflächen und Moore",37.000-66.000 Brutpaare,Nicht gefährdet,2024-07-16 20:48:19.15374,11.5,13,"brown,white,black"
280,Schwarzkopfmöwe,Ichthyaetus melanocephalus,Vogel,,"Inseln, Dünen, Binnenland, Flussniederungen, an großen Seen oder auf See",280-320 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,37,40,"white,black,gray"
281,Schwarzmilan,Milvus migrans,Vogel,,"Waldgebiete in der Nähe von Seen, Flüssen oder Feuchtgebieten und offene Landschaften zur Jagd",6.500-9.500 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,48,58,brown
282,Schwarzschwan,Cygnus atratus,Vogel,,"Seen, Flussmündungen, Binnengewässer und Überschwemmungsflächen",20-30 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,110,120,"black,white"
284,Schwarzstorch,Ciconia nigra,Vogel,,"große, alte Laub- und Mischwälder mit Bächen, Flüssen, Teichen oder Mooren in der Nähe",800-900 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,90,105,"black,white,red,green"
285,Seeadler,Haliaeetus albicilla,Vogel,,"Wälder mit alten, stabilen Bäumen in der Nähe von Küsten, großen Seen oder Flüssen",850-850 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,76,92,"brown,white"
286,Seeregenpfeifer,Charadrius alexandrinus,Vogel,,"schlammige und sandige Küstenstreifen oder Binnenseen, am Wattenmeer",300-300 Brutpaare,Vom Aussterben bedroht,2024-07-19 12:18:44.258634,15,17,"white,black,brown"
287,Seggenrohrsänger,Acrocephalus paludicola,Vogel,,"Seggenwiesen, Seggenmoore",0-3 Brutpaare,Vom Aussterben bedroht,2024-07-19 12:18:44.258634,11.5,13,brown
288,Seidenreiher,Egretta garzetta,Vogel,,flache Seen und Lagunen,unbekannt,Nicht gefährdet,2024-07-19 12:18:44.258634,55,65,white
289,Seidenschwanz,Bombycilla garrulus,Vogel,,im Winter an beerenreichen Standorten im Norden,unbekannt,Nicht gefährdet,2024-07-19 12:18:44.258634,18,21,"brown,red,black,yellow,white"
290,Sichelstrandläufer,Calidris ferruginea,Vogel,,auf der Rast and der Nord-/Ostsee Küste und an Binnengewässern,unbekannt,Nicht gefährdet,2024-07-19 12:18:44.258634,19,21.5,brown
291,Silbermöwe,Larus argentatus,Vogel,,"an Küsten - im Binnenland, auf Felden oder in Städten",19.500-24.000 Brutpaare,Vorwarnliste,2024-07-19 12:18:44.258634,54,60,"white,gray"
292,Silberreiher,Ardea alba,Vogel,,"im Winter auf Wiesen, Seen, Teichen oder Flachwasserzonen",12 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,85,100,white
293,Singdrossel,Turdus philomelos,Vogel,,"Laub-, Misch- und Nadelwälder, Parks und Gärten",1.600.000-1.950.000 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,20,22,"brown,white"
294,Singschwan,Cygnus cygnus,Vogel,,ruhige Moore und Waldseen,50-60 Brutpaare,Extrem selten,2024-07-19 12:18:44.258634,140,160,white
295,Skua,Stercorarius skua,Vogel,,auf dem offenen Meer,unbekannt,Nicht gefährdet,2024-07-19 12:18:44.258634,50,58,brown
296,Sommergoldhähnchen,Regulus ignicapilla,Vogel,,"Laub- und Mischwälder, Parks und Gärten",1.250.000-1.850.000 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,9,10,"yellow,gray,black"
297,Spatelraubmöwe,Stercorarius pomarinus,Vogel,,and den Küsten und auf dem offenen Meer,unbekannt,Nicht gefährdet,2024-07-19 12:18:44.258634,42,50,"brown,white,gray,black"
298,Sperber,Accipiter nisus,Vogel,,"Wälder mit hohen, alten Nadelbäumen und in Siedlungsnähe, Parks und Gärten",21.000-33.000 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,32,37,"white,gray,brown"
299,Sperbergrasmücke,Sylvia nisoria,Vogel,,"hohe Sträucher und junge Bäume in offenen sonnigen Wiesen, Heiden, Weiden und lichten Wäldern",5.500-9.500 Brutpaare,Vom Aussterben bedroht,2024-07-19 12:18:44.258634,15.5,17,"gray,brown"
300,Sperlingskauz,Glaucidium passerinum,Vogel,,in Bergregionen mit Nadel- und Mischwäldern und hohem Altholzbestand,3.400-6.000 Brutpaare,Nicht gefährdet,2024-07-19 12:18:44.258634,16,19,"brown,gray"
301,Spießente,Anas acuta,Vogel,,"Flachseen, Binnengewässer oder auf dem Zug in Mooren, Überschwemmungsflächen und Teichen",15-20 Brutpaare,Stark gefährdet,2024-08-07 13:22:34.748768,51,62,"brown,white,gray,black"
302,Spornammer,Calcarius lapponicus,Vogel,,rastend auf Salzmarschen und Äckern an den Küsten,unbekannt,Gefährdet,2024-08-07 13:22:34.748768,14,16,"black,white,brown"
303,Spornpieper,Anthus richardi,Vogel,,"auf dem Durchzug auf Agrarflächen, an Küsten und Ufern",unbekannt,Nicht gefährdet,2024-08-07 13:22:34.748768,17,20,brown
304,Sprosser,Luscinia luscinia,Vogel,,"Verlandungszonen, Bruchwälder, Flussauen und andere dichte Gehölze",4.000-6.000 Brutpaare,Vorwarnliste,2024-08-07 13:22:34.748768,15,17,"brown,gray"
305,Star,Sturnus vulgaris,Vogel,,"Gärten, Wälder, Parks und in der Nähe von Wiesen",2.600.000 - 3.600.000 Brutpaare,Gefährdet,2024-08-07 13:22:34.748768,19,22,"black,purple,green"
306,Steinadler,Aquila chrysaetos,Vogel,,im alpinen Hochgebirge in alten Bäumen oder Felswänden,43 Brutpaare,Extrem selten,2024-08-07 13:22:34.748768,79,95,"brown,white"
307,Steinhuhn,Alectoris graeca,Vogel,,"in den Alpen auf sonnigen, warmen Felshängen",10 Brutpaare,Extrem selten,2024-08-07 13:22:34.748768,33,36,"gray,black,brown"
308,Steinkauz,Athene noctua,Vogel,,"Felder, Wiesen, Gärten und Gehölze mit Gebäudenischen, Steinmauern, Baumhöhlen oder Felswänden zur Brut",7.500-8.500 Brutpaare,Vorwarnliste,2024-08-07 13:22:34.748768,21,23,"brown,gray"
309,Steinrötel,Monticola saxatilis,Vogel,,"Alpen, Steinbrüche, Weinhänge oder Ruinen",unbekannt,Stark gefährdet,2024-08-07 13:22:34.748768,17,20,"blue,orange,black,white"
310,Steinschmätzer,Oenanthe oenanthe,Vogel,,"offenes, steiniges Gelände, wie Heiden, Strandwiesen, oder steinige Küsten",2.000-3.100 Brutpaare,Vom Aussterben bedroht,2024-08-07 13:22:34.748768,14,17,"gray,brown"
311,Steinwälzer,Arenaria interpres,Vogel,,"steinige Küsten, Watt und Häfen",0 Individuen,Ausgestorben,2024-08-07 13:22:34.748768,21,26,"brown,white"
312,Stelzenläufer,Himantopus himantopus,Vogel,,"Lagunen, Küstensümpfe, Teiche und Salinen",3-7 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,33,36,"white,black"
313,Steppenmöwe,Larus cachinnans,Vogel,,"Küsten, Seen, Häfen, Inseln und Mülldeponien",750-750 Brutpaare,Extrem selten,2024-08-07 13:22:34.748768,55,60,"white,gray"
314,Sterntaucher,Gavia stellata,Vogel,,"auf dem offenen Meer, an Küsten und Binnengewässern",11.500 Wintergäste,Stark gefährdet,2024-08-07 13:22:34.748768,55,67,"gray,black,white,red"
315,Stieglitz,Carduelis carduelis,Vogel,,"Feldsäume, Brachen, Obstwiesen, Waldränder und Hecken",24.0000-355.000 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,12,13.5,"white,black,brown,red,yellow"
316,Stockente,Anas platyrhynchos,Vogel,,"Seen, Teiche, Flüsse, Parks und Küsten",175.000-315.000 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,50,60,"green,white,blue,brown,gray"
317,Strandpieper,Anthus petrosus,Vogel,,"Steilküsten, Klippen, Salzmarsche und Muschelstrände",unbekannt,Vorwarnliste,2024-08-07 13:22:34.748768,15.5,17,brown
318,Straßentaube,Columba livia f. domestica,Vogel,,Städte,190.000-310.000 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,29,35,"gray,green,black,purple"
319,Sturmmöwe,Larus canus,Vogel,,"Küsten, Seen, Flüsse, Moore, Häfen, Inseln und Sümpfe",17.000-17.000 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,40,46,"white,gray,black"
320,Sumpfläufer,Calidris falcinellus,Vogel,,auf dem Durchzug an der Küste,250 Individuen,Nicht gefährdet,2024-08-07 13:22:34.748768,15,18,"brown,white"
321,Sumpfmeise,Poecile palustris,Vogel,,"feuchte Laubwälder, und Parks mit viel Unterholz",405.000-530.000 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,11.5,13,"black,gray,white"
322,Sumpfohreule,Asio flammeus,Vogel,,"Hochmoore, Heideflächen und Wiesen",40-45 Brutpaare,Vom Aussterben bedroht,2024-08-07 13:22:34.748768,34,42,"brown,gray,white"
323,Sumpfrohrsänger,Acrocephalus palustris,Vogel,,"dichte Vegetation in Gewässernähe mit brennesseln, Mädesüß oder Wasserdorst",290.000-420.000 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,13,15,brown
324,Tafelente,Aythya ferina,Vogel,,"flache, nährstoffreiche Seen und Binnengewässer",2.800-3.900 Brutpaare,Vorwarnsliste,2024-08-07 13:22:34.748768,42,49,"brown,black,gray"
325,Tannenhäher,Nucifraga caryocatactes,Vogel,,Nadel- und Mischwälder in Gebirgsregionen mit Kiefern oder Arven,4.400-7.500 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,32,35,"black,white,brown"
326,Tannenmeise,Periparus ater,Vogel,,Nadelwälder mit Fichtenbeständen,1.100.000-1.600.000 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,10,11.5,"black,white,gray"
327,Teichhuhn,Gallinula chloropus,Vogel,,"kleine Seen, Teiche, Sümpfe und Flüsse",30.000-52.000 Brutpaare,Vorwarnliste,2024-08-07 13:22:34.748768,27,31,"black,brown,white"
328,Teichrohrsänger,Acrocephalus scirpaceus,Vogel,,dichte Schilfbiotope,115.000-190.000 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,12.5,14,brown
329,Teichwasserläufer,Tringa stagnatilis,Vogel,,in der Nähe von Sümpfen oder Binnengewässern,unbekannt,Nicht gefährdet,2024-08-07 13:22:34.748768,22,25,"white,brown"
330,Temminckstrandläufer,Calidris temminckii,Vogel,,"Moore, Sümpfe, KSütentundra, Flussdeltas und schlammige Flächen im Binnenland",1.000 Individuen,Nicht gefährdet,2024-08-07 13:22:34.748768,13,15,"brown,white"
331,Thorshühnchen,Phalaropus fulicarius,Vogel,,auf dem Zug an der Nordseeküste oder im Binnenland,unbekannt,Nicht gefährdet,2024-08-07 13:22:34.748768,20,22,"brown,black,white"
332,Tordalk,Alca torda,Vogel,,Felsvorsprünge und Höhlen oder Nischen,136 Brutpaare,Extrem selten,2024-08-07 13:22:34.748768,38,43,"black,white"
333,Trauerente,Melanitta nigra,Vogel,,flache Küstengewässer oder große Binnenseen,1.050.000 Wintergäste,Nicht gefährdet,2024-08-07 13:22:34.748768,44,54,"brown,black"
334,Trauerschnäpper,Ficedula hypoleuca,Vogel,,"Laub- und Mischwälder, Parks, Gärten und Taiga-Landschaften",68.000-130.000 Brutpaare,Gefährdet,2024-08-07 13:22:34.748768,12,13,"gray,black,brown"
335,Trauerseeschwalbe,Chlidonias niger,Vogel,,"stehende Süßgewässer im Binnenland, Sümpfe und Feuchtgebiete",1.200 Brutpaare,Gefährdet,2024-08-07 13:22:34.748768,22,26,"gray,black"
336,Triel,Burhinus oedicnemus,Vogel,,"Steppen, Schotterbänke, Heiden und Küstendünen mit steinigen, sandigen oder lehmigen Böden",0-2 Brutpaare,Vom Aussterben bedroht,2024-08-07 13:22:34.748768,38,45,"brown,white"
337,Trottellumme,Uria aalge,Vogel,,Helgoland,5.622 Brutpaare,Extrem selten,2024-08-07 13:22:34.748768,38,46,"black,white"
338,Tundrasaatgans,Anser serrirostris,Vogel,,"Ackerflächen, Weiden und Wiesen",365.000 Individuen,Nicht gefährdet,2024-08-07 13:22:34.748768,66,84,"brown,white,gray"
339,Tüpfelsumpfhuhn,Porzana porzana,Vogel,,"überstaute Wiesen, Nassflächen und Seggenwiesen",900-1.400 Brutpaare,Gefährdet,2024-08-07 13:22:34.748768,19,22.5,"brown,gray"
340,Türkentaube,Streptopelia decaocto,Vogel,,in der Nähe von Siedlungen mit lockeren Baumbeständen,100.000-186.000 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,29,33,"gray,black"
341,Turmfalke,Falco tinnunculus,Vogel,,"Felder und Äcker in der Nähe von alten Bäumen, Gebäuden oder Kirchtürmen",44.000-73.000 Brutpaare,Nicht gefährdet,2024-08-07 13:22:34.748768,31,37,"brown,white,black"
342,Turteltaube,Streptopelia turtur,Vogel,,"lichte Wälder, Feldgehölze und Gebüsche, landwirtschaftliche Nutzfächen und Gärten",12.500-22.000 Brutpaare,Stark gefährdet,2024-08-07 13:22:34.748768,25,28,"gray,brown"
